"Index","EURUSD.Open","EURUSD.High","EURUSD.Low","EURUSD.Close","EURUSD.Volume","EURUSD.Adjusted"
2005-05-27,1.2519,1.2589,1.2496,1.2586,NA,NA
2005-05-30,1.2535,1.2582,1.2466,1.2469,NA,NA
2005-05-31,1.2468,1.2487,1.2312,1.2338,NA,NA
2005-06-01,1.2339,1.2341,1.2218,1.2228,NA,NA
2005-06-02,1.2228,1.2296,1.216,1.2279,NA,NA
2005-06-03,1.2279,1.2343,1.2208,1.2236,NA,NA
2005-06-06,1.2226,1.2295,1.2211,1.2275,NA,NA
2005-06-07,1.2275,1.2315,1.224,1.2269,NA,NA
2005-06-08,1.2269,1.2353,1.2268,1.2284,NA,NA
2005-06-09,1.2284,1.2286,1.2177,1.2237,NA,NA
2005-06-10,1.2238,1.2249,1.211,1.2119,NA,NA
2005-06-13,1.2123,1.2123,1.2029,1.2068,NA,NA
2005-06-14,1.2068,1.2152,1.2023,1.2042,NA,NA
2005-06-15,1.2042,1.2117,1.2018,1.2102,NA,NA
2005-06-16,1.2102,1.2168,1.2058,1.2089,NA,NA
2005-06-17,1.2088,1.2286,1.2071,1.2286,NA,NA
2005-06-20,1.2178,1.224,1.2126,1.2152,NA,NA
2005-06-21,1.2152,1.2162,1.2071,1.2144,NA,NA
2005-06-22,1.2144,1.2206,1.2099,1.2108,NA,NA
2005-06-23,1.2108,1.2144,1.2025,1.2049,NA,NA
2005-06-24,1.2048,1.2107,1.1983,1.2092,NA,NA
2005-06-27,1.209,1.2186,1.2082,1.2159,NA,NA
2005-06-28,1.216,1.2176,1.2067,1.2073,NA,NA
2005-06-29,1.2074,1.2112,1.2016,1.2087,NA,NA
2005-06-30,1.2087,1.2121,1.2045,1.2094,NA,NA
2005-07-01,1.2094,1.211,1.1942,1.1959,NA,NA
2005-07-04,1.1963,1.1967,1.189,1.1901,NA,NA
2005-07-05,1.1901,1.1939,1.187,1.1903,NA,NA
2005-07-06,1.1902,1.1952,1.1893,1.1928,NA,NA
2005-07-07,1.1929,1.2042,1.1909,1.1932,NA,NA
2005-07-08,1.1932,1.1987,1.1875,1.1967,NA,NA
2005-07-11,1.1973,1.2086,1.1955,1.2069,NA,NA
2005-07-12,1.2069,1.2216,1.2054,1.2205,NA,NA
2005-07-13,1.2206,1.2256,1.2077,1.2094,NA,NA
2005-07-14,1.2095,1.2125,1.2058,1.2093,NA,NA
2005-07-15,1.2094,1.2137,1.2023,1.2035,NA,NA
2005-07-18,1.2038,1.2089,1.2022,1.2071,NA,NA
2005-07-19,1.2071,1.2072,1.1954,1.2024,NA,NA
2005-07-20,1.2024,1.2098,1.1997,1.2046,NA,NA
2005-07-21,1.2046,1.2255,1.2046,1.2162,NA,NA
2005-07-22,1.2162,1.2216,1.2056,1.2065,NA,NA
2005-07-25,1.2068,1.2088,1.2028,1.2055,NA,NA
2005-07-26,1.2056,1.2073,1.1982,1.2027,NA,NA
2005-07-27,1.2027,1.2063,1.1967,1.2055,NA,NA
2005-07-28,1.2055,1.2149,1.2037,1.2136,NA,NA
2005-07-29,1.2136,1.216,1.2076,1.2123,NA,NA
2005-08-01,1.2127,1.2249,1.2119,1.2207,NA,NA
2005-08-02,1.2207,1.2253,1.2172,1.2197,NA,NA
2005-08-03,1.2197,1.2344,1.215,1.2328,NA,NA
2005-08-04,1.2328,1.2403,1.23,1.2389,NA,NA
2005-08-05,1.239,1.2395,1.2312,1.2359,NA,NA
2005-08-08,1.2364,1.239,1.2316,1.236,NA,NA
2005-08-09,1.236,1.2416,1.2331,1.2345,NA,NA
2005-08-10,1.2345,1.2426,1.2336,1.2356,NA,NA
2005-08-11,1.2356,1.245,1.2347,1.2429,NA,NA
2005-08-12,1.243,1.2486,1.2385,1.2441,NA,NA
2005-08-15,1.2439,1.2465,1.2346,1.2357,NA,NA
2005-08-16,1.2357,1.2374,1.2296,1.2338,NA,NA
2005-08-17,1.2337,1.237,1.2262,1.2268,NA,NA
2005-08-18,1.2268,1.2296,1.2159,1.2187,NA,NA
2005-08-19,1.2188,1.2195,1.2127,1.2153,NA,NA
2005-08-22,1.2164,1.2243,1.2153,1.2235,NA,NA
2005-08-23,1.2235,1.2255,1.2191,1.2229,NA,NA
2005-08-24,1.2228,1.228,1.2162,1.226,NA,NA
2005-08-25,1.226,1.2328,1.2257,1.2298,NA,NA
2005-08-26,1.2298,1.2342,1.2281,1.2289,NA,NA
2005-08-29,1.2284,1.2347,1.2218,1.223,NA,NA
2005-08-30,1.223,1.2239,1.2172,1.2198,NA,NA
2005-08-31,1.2197,1.2358,1.219,1.2333,NA,NA
2005-09-01,1.2334,1.2479,1.2325,1.2457,NA,NA
2005-09-02,1.2458,1.2589,1.2456,1.2531,NA,NA
2005-09-05,1.2532,1.2585,1.2514,1.2521,NA,NA
2005-09-06,1.252,1.2545,1.2444,1.248,NA,NA
2005-09-07,1.2481,1.2537,1.2419,1.2447,NA,NA
2005-09-08,1.2447,1.246,1.2385,1.239,NA,NA
2005-09-09,1.239,1.2459,1.2376,1.241,NA,NA
2005-09-12,1.2411,1.2438,1.2274,1.2284,NA,NA
2005-09-13,1.2285,1.2318,1.2247,1.2267,NA,NA
2005-09-14,1.2267,1.2328,1.2257,1.2283,NA,NA
2005-09-15,1.2284,1.2291,1.2194,1.2223,NA,NA
2005-09-16,1.2223,1.231,1.2202,1.2237,NA,NA
2005-09-19,1.217,1.2184,1.2101,1.2153,NA,NA
2005-09-20,1.2151,1.219,1.2131,1.2172,NA,NA
2005-09-21,1.2172,1.224,1.2111,1.2204,NA,NA
2005-09-22,1.2205,1.227,1.2133,1.2151,NA,NA
2005-09-23,1.2151,1.2169,1.204,1.204,NA,NA
2005-09-26,1.2038,1.2068,1.2012,1.2054,NA,NA
2005-09-27,1.2053,1.2083,1.1979,1.1995,NA,NA
2005-09-28,1.1998,1.2056,1.1993,1.2033,NA,NA
2005-09-29,1.2033,1.2076,1.2007,1.202,NA,NA
2005-09-30,1.202,1.209,1.2001,1.2026,NA,NA
2005-10-03,1.2034,1.2037,1.1904,1.1909,NA,NA
2005-10-04,1.191,1.1948,1.1902,1.1926,NA,NA
2005-10-05,1.1926,1.1987,1.1915,1.1964,NA,NA
2005-10-06,1.1964,1.2162,1.195,1.215,NA,NA
2005-10-07,1.215,1.2205,1.2093,1.213,NA,NA
2005-10-10,1.2119,1.2154,1.2041,1.2058,NA,NA
2005-10-11,1.2059,1.2074,1.1983,1.1992,NA,NA
2005-10-12,1.1992,1.2054,1.1954,1.2037,NA,NA
2005-10-13,1.2037,1.2038,1.1915,1.1984,NA,NA
2005-10-14,1.1984,1.2095,1.1977,1.2075,NA,NA
2005-10-17,1.2052,1.2122,1.2013,1.2061,NA,NA
2005-10-18,1.206,1.2064,1.1916,1.1944,NA,NA
2005-10-19,1.1944,1.2001,1.1876,1.1969,NA,NA
2005-10-20,1.1969,1.2004,1.1949,1.1972,NA,NA
2005-10-21,1.1972,1.2077,1.1943,1.1954,NA,NA
2005-10-24,1.1944,1.2022,1.1923,1.1992,NA,NA
2005-10-25,1.1992,1.2115,1.1937,1.2101,NA,NA
2005-10-26,1.2102,1.2137,1.205,1.2066,NA,NA
2005-10-27,1.2067,1.2173,1.2044,1.2141,NA,NA
2005-10-28,1.214,1.2171,1.2064,1.2069,NA,NA
2005-10-31,1.2054,1.2089,1.1969,1.1986,NA,NA
2005-11-01,1.1986,1.2027,1.1973,1.2007,NA,NA
2005-11-02,1.2007,1.2085,1.1985,1.2062,NA,NA
2005-11-03,1.2063,1.2082,1.1951,1.1959,NA,NA
2005-11-04,1.1959,1.1995,1.1804,1.1813,NA,NA
2005-11-07,1.1816,1.1833,1.1776,1.1785,NA,NA
2005-11-08,1.1785,1.1823,1.1711,1.1778,NA,NA
2005-11-09,1.1778,1.1795,1.1718,1.1733,NA,NA
2005-11-10,1.1733,1.1797,1.1726,1.174,NA,NA
2005-11-11,1.174,1.1742,1.1671,1.1734,NA,NA
2005-11-14,1.1717,1.1774,1.1661,1.1686,NA,NA
2005-11-15,1.1685,1.1722,1.164,1.1688,NA,NA
2005-11-16,1.1689,1.1738,1.1647,1.1687,NA,NA
2005-11-17,1.1689,1.1732,1.1643,1.1719,NA,NA
2005-11-18,1.1719,1.1794,1.1665,1.1775,NA,NA
2005-11-21,1.1772,1.1837,1.1719,1.1729,NA,NA
2005-11-22,1.1729,1.1756,1.1686,1.1738,NA,NA
2005-11-23,1.1738,1.1868,1.1728,1.1801,NA,NA
2005-11-24,1.1802,1.1825,1.1771,1.1783,NA,NA
2005-11-25,1.1782,1.1793,1.1712,1.1725,NA,NA
2005-11-28,1.1722,1.1812,1.1682,1.181,NA,NA
2005-11-29,1.181,1.1902,1.1739,1.1786,NA,NA
2005-11-30,1.1786,1.1803,1.1755,1.1787,NA,NA
2005-12-01,1.1788,1.1804,1.1691,1.1712,NA,NA
2005-12-02,1.1714,1.175,1.1662,1.1718,NA,NA
2005-12-05,1.1701,1.182,1.1689,1.1811,NA,NA
2005-12-06,1.1812,1.1819,1.1757,1.1796,NA,NA
2005-12-07,1.1798,1.1805,1.1704,1.1713,NA,NA
2005-12-08,1.1714,1.1851,1.1704,1.1833,NA,NA
2005-12-09,1.1834,1.1848,1.1767,1.1812,NA,NA
2005-12-12,1.1816,1.1983,1.1776,1.1974,NA,NA
2005-12-13,1.1976,1.1978,1.1907,1.1935,NA,NA
2005-12-14,1.1935,1.2062,1.1928,1.2019,NA,NA
2005-12-15,1.2019,1.204,1.1937,1.1957,NA,NA
2005-12-16,1.1956,1.2027,1.1937,1.2013,NA,NA
2005-12-19,1.2021,1.2039,1.1976,1.1997,NA,NA
2005-12-20,1.1998,1.2015,1.1842,1.1856,NA,NA
2005-12-21,1.1856,1.1913,1.1802,1.1815,NA,NA
2005-12-22,1.1815,1.1897,1.1811,1.1868,NA,NA
2005-12-23,1.1868,1.1886,1.183,1.1869,NA,NA
2005-12-26,1.1855,1.1897,1.1833,1.1861,NA,NA
2005-12-27,1.186,1.1878,1.1831,1.1852,NA,NA
2005-12-28,1.1852,1.1933,1.1826,1.1836,NA,NA
2005-12-29,1.1839,1.1882,1.1813,1.1842,NA,NA
2005-12-30,1.1842,1.1889,1.1779,1.1849,NA,NA
2006-01-02,1.1826,1.1867,1.1802,1.182,NA,NA
2006-01-03,1.182,1.1985,1.1812,1.198,NA,NA
2006-01-04,1.198,1.2131,1.1973,1.2127,NA,NA
2006-01-05,1.2129,1.2145,1.2068,1.2097,NA,NA
2006-01-06,1.2097,1.2185,1.208,1.2151,NA,NA
2006-01-09,1.2145,1.2156,1.2054,1.2081,NA,NA
2006-01-10,1.2081,1.211,1.2037,1.2065,NA,NA
2006-01-11,1.2067,1.2145,1.2046,1.2134,NA,NA
2006-01-12,1.2134,1.2163,1.2008,1.2031,NA,NA
2006-01-13,1.2031,1.2143,1.2025,1.2142,NA,NA
2006-01-16,1.2149,1.2175,1.2107,1.2119,NA,NA
2006-01-17,1.212,1.2142,1.2052,1.2076,NA,NA
2006-01-18,1.2075,1.2159,1.2071,1.2086,NA,NA
2006-01-19,1.2087,1.2126,1.2055,1.2113,NA,NA
2006-01-20,1.2114,1.2135,1.2042,1.2135,NA,NA
2006-01-23,1.214,1.2305,1.2137,1.2294,NA,NA
2006-01-24,1.2294,1.2322,1.2259,1.2292,NA,NA
2006-01-25,1.2294,1.2323,1.2239,1.227,NA,NA
2006-01-26,1.227,1.2275,1.2225,1.223,NA,NA
2006-01-27,1.223,1.2235,1.2115,1.2094,NA,NA
2006-01-30,1.2106,1.2115,1.2065,1.2089,NA,NA
2006-01-31,1.2089,1.219,1.2069,1.2173,NA,NA
2006-02-01,1.2174,1.2182,1.2069,1.2081,NA,NA
2006-02-02,1.2081,1.2108,1.2033,1.2102,NA,NA
2006-02-03,1.2101,1.2112,1.197,1.2024,NA,NA
2006-02-06,1.2029,1.2047,1.1947,1.1963,NA,NA
2006-02-07,1.1962,1.2015,1.1944,1.1975,NA,NA
2006-02-08,1.1975,1.1995,1.1924,1.1944,NA,NA
2006-02-09,1.1944,1.1996,1.1938,1.1974,NA,NA
2006-02-10,1.1974,1.2026,1.1901,1.1904,NA,NA
2006-02-13,1.1895,1.192,1.1878,1.1902,NA,NA
2006-02-14,1.1902,1.1925,1.1861,1.1897,NA,NA
2006-02-15,1.1897,1.1955,1.1871,1.1884,NA,NA
2006-02-16,1.1886,1.1897,1.185,1.1881,NA,NA
2006-02-17,1.188,1.1943,1.1859,1.194,NA,NA
2006-02-20,1.1933,1.1976,1.1924,1.1947,NA,NA
2006-02-21,1.1947,1.1948,1.1891,1.1914,NA,NA
2006-02-22,1.1914,1.1931,1.1863,1.1911,NA,NA
2006-02-23,1.1913,1.1971,1.1893,1.1923,NA,NA
2006-02-24,1.1923,1.1935,1.1865,1.1876,NA,NA
2006-02-27,1.188,1.1883,1.1827,1.1853,NA,NA
2006-02-28,1.1853,1.1934,1.1834,1.1923,NA,NA
2006-03-01,1.1924,1.1974,1.1891,1.1913,NA,NA
2006-03-02,1.1914,1.2024,1.1898,1.2012,NA,NA
2006-03-03,1.2013,1.2052,1.1997,1.2045,NA,NA
2006-03-06,1.2048,1.2094,1.1991,1.1996,NA,NA
2006-03-07,1.1999,1.2025,1.1877,1.1889,NA,NA
2006-03-08,1.189,1.1941,1.1869,1.1929,NA,NA
2006-03-09,1.1928,1.1953,1.1905,1.191,NA,NA
2006-03-10,1.191,1.1928,1.1861,1.191,NA,NA
2006-03-13,1.1908,1.1969,1.1906,1.1934,NA,NA
2006-03-14,1.1933,1.2032,1.1929,1.2016,NA,NA
2006-03-15,1.2016,1.2064,1.2007,1.205,NA,NA
2006-03-16,1.205,1.219,1.2036,1.2174,NA,NA
2006-03-17,1.2174,1.2209,1.2142,1.219,NA,NA
2006-03-20,1.2184,1.2197,1.215,1.2158,NA,NA
2006-03-21,1.2158,1.2173,1.2077,1.2088,NA,NA
2006-03-22,1.2088,1.2115,1.2066,1.2083,NA,NA
2006-03-23,1.2083,1.2085,1.197,1.1982,NA,NA
2006-03-24,1.1983,1.2041,1.1953,1.2036,NA,NA
2006-03-27,1.2035,1.2059,1.2006,1.2014,NA,NA
2006-03-28,1.2015,1.2107,1.1993,1.2077,NA,NA
2006-03-29,1.2077,1.2081,1.1981,1.203,NA,NA
2006-03-30,1.203,1.2155,1.2019,1.2132,NA,NA
2006-03-31,1.2132,1.2177,1.2085,1.2118,NA,NA
2006-04-03,1.2117,1.2141,1.2035,1.2126,NA,NA
2006-04-04,1.2126,1.2277,1.2119,1.2254,NA,NA
2006-04-05,1.2255,1.2305,1.2244,1.2288,NA,NA
2006-04-06,1.2289,1.2332,1.2198,1.2225,NA,NA
2006-04-07,1.2225,1.2233,1.2093,1.2093,NA,NA
2006-04-10,1.2095,1.213,1.208,1.2081,NA,NA
2006-04-11,1.2081,1.2143,1.2077,1.2132,NA,NA
2006-04-12,1.2132,1.2169,1.2067,1.2107,NA,NA
2006-04-13,1.2107,1.2133,1.2071,1.2104,NA,NA
2006-04-14,1.2106,1.2119,1.2094,1.211,NA,NA
2006-04-17,1.2102,1.2288,1.2102,1.2266,NA,NA
2006-04-18,1.2267,1.2302,1.2225,1.2288,NA,NA
2006-04-19,1.2288,1.2386,1.2282,1.2378,NA,NA
2006-04-20,1.2377,1.2396,1.2288,1.2318,NA,NA
2006-04-21,1.2319,1.236,1.2267,1.2341,NA,NA
2006-04-24,1.2373,1.241,1.2334,1.2394,NA,NA
2006-04-25,1.2394,1.244,1.2367,1.2404,NA,NA
2006-04-26,1.2404,1.2471,1.2386,1.2464,NA,NA
2006-04-27,1.2464,1.2548,1.2405,1.2545,NA,NA
2006-04-28,1.2545,1.2635,1.2521,1.2635,NA,NA
2006-05-01,1.2634,1.269,1.2599,1.2618,NA,NA
2006-05-02,1.2618,1.2668,1.2556,1.2611,NA,NA
2006-05-03,1.2611,1.267,1.2592,1.2639,NA,NA
2006-05-04,1.2639,1.2697,1.2572,1.2684,NA,NA
2006-05-05,1.2684,1.2765,1.2675,1.2727,NA,NA
2006-05-08,1.273,1.2787,1.2696,1.2714,NA,NA
2006-05-09,1.2714,1.2784,1.2663,1.2756,NA,NA
2006-05-10,1.2756,1.2815,1.2748,1.2785,NA,NA
2006-05-11,1.2785,1.2872,1.2686,1.2863,NA,NA
2006-05-12,1.2865,1.2957,1.283,1.2929,NA,NA
2006-05-15,1.2929,1.2972,1.2785,1.2792,NA,NA
2006-05-16,1.2793,1.2868,1.2771,1.2825,NA,NA
2006-05-17,1.2824,1.292,1.2717,1.2749,NA,NA
2006-05-18,1.2749,1.2838,1.2702,1.2827,NA,NA
2006-05-19,1.2828,1.2873,1.2695,1.2778,NA,NA
2006-05-22,1.2778,1.2853,1.2695,1.2837,NA,NA
2006-05-23,1.2837,1.2887,1.2808,1.2853,NA,NA
2006-05-24,1.2852,1.2891,1.2731,1.2755,NA,NA
2006-05-25,1.2755,1.2802,1.2746,1.2766,NA,NA
2006-05-26,1.2767,1.2833,1.2702,1.2738,NA,NA
2006-05-29,1.2738,1.2769,1.2721,1.2751,NA,NA
2006-05-30,1.2752,1.2909,1.2741,1.2885,NA,NA
2006-05-31,1.2886,1.2903,1.2825,1.2829,NA,NA
2006-06-01,1.2829,1.285,1.2724,1.2813,NA,NA
2006-06-02,1.2813,1.294,1.2791,1.2918,NA,NA
2006-06-05,1.2915,1.2979,1.2914,1.2963,NA,NA
2006-06-06,1.2963,1.2965,1.281,1.2829,NA,NA
2006-06-07,1.2829,1.2845,1.2762,1.2801,NA,NA
2006-06-08,1.2801,1.2809,1.2627,1.2654,NA,NA
2006-06-09,1.2654,1.2684,1.2598,1.264,NA,NA
2006-06-12,1.2639,1.2651,1.2567,1.2596,NA,NA
2006-06-13,1.2596,1.2619,1.2549,1.2568,NA,NA
2006-06-14,1.2568,1.2648,1.2531,1.2628,NA,NA
2006-06-15,1.2628,1.2658,1.2582,1.2616,NA,NA
2006-06-16,1.2616,1.2672,1.2608,1.2642,NA,NA
2006-06-19,1.2643,1.2656,1.2553,1.2573,NA,NA
2006-06-20,1.2574,1.2596,1.2539,1.2588,NA,NA
2006-06-21,1.2588,1.2672,1.2577,1.2662,NA,NA
2006-06-22,1.2664,1.2679,1.2552,1.2572,NA,NA
2006-06-23,1.2573,1.2588,1.2479,1.2507,NA,NA
2006-06-26,1.2507,1.2585,1.2501,1.2564,NA,NA
2006-06-27,1.2564,1.2619,1.2563,1.2592,NA,NA
2006-06-28,1.2592,1.2594,1.2517,1.2538,NA,NA
2006-06-29,1.2538,1.256,1.2521,1.254,NA,NA
2006-06-30,1.254,1.2791,1.2522,1.2791,NA,NA
2006-07-03,1.2793,1.2822,1.2752,1.2796,NA,NA
2006-07-04,1.2797,1.2822,1.2788,1.2798,NA,NA
2006-07-05,1.2798,1.2839,1.2708,1.2724,NA,NA
2006-07-06,1.2724,1.2783,1.2718,1.2759,NA,NA
2006-07-07,1.2759,1.2861,1.2757,1.281,NA,NA
2006-07-10,1.2804,1.282,1.2722,1.2737,NA,NA
2006-07-11,1.2737,1.2761,1.2707,1.2745,NA,NA
2006-07-12,1.2744,1.2779,1.2676,1.2699,NA,NA
2006-07-13,1.2699,1.273,1.2666,1.2681,NA,NA
2006-07-14,1.2681,1.2703,1.2627,1.2652,NA,NA
2006-07-17,1.2661,1.2661,1.2512,1.2525,NA,NA
2006-07-18,1.2526,1.2559,1.2475,1.2495,NA,NA
2006-07-19,1.2495,1.2598,1.2458,1.2595,NA,NA
2006-07-20,1.2595,1.2653,1.2586,1.2629,NA,NA
2006-07-21,1.2629,1.2695,1.2624,1.2695,NA,NA
2006-07-24,1.2695,1.2716,1.2611,1.2631,NA,NA
2006-07-25,1.2631,1.2672,1.2564,1.2576,NA,NA
2006-07-26,1.2576,1.266,1.256,1.2659,NA,NA
2006-07-27,1.2659,1.2771,1.2651,1.2723,NA,NA
2006-07-28,1.2723,1.277,1.2661,1.2759,NA,NA
2006-07-31,1.2759,1.2783,1.2742,1.2766,NA,NA
2006-08-01,1.2767,1.282,1.2721,1.2817,NA,NA
2006-08-02,1.2817,1.2835,1.2776,1.2797,NA,NA
2006-08-03,1.2797,1.2834,1.2743,1.2801,NA,NA
2006-08-04,1.2801,1.2909,1.2777,1.2875,NA,NA
2006-08-07,1.2875,1.2894,1.2849,1.2852,NA,NA
2006-08-08,1.2853,1.2855,1.2808,1.2838,NA,NA
2006-08-09,1.2838,1.2903,1.2765,1.2887,NA,NA
2006-08-10,1.2889,1.2912,1.2748,1.2773,NA,NA
2006-08-11,1.2773,1.28,1.2717,1.2721,NA,NA
2006-08-14,1.2719,1.2763,1.271,1.2736,NA,NA
2006-08-15,1.2736,1.2804,1.2697,1.2785,NA,NA
2006-08-16,1.2784,1.2865,1.2771,1.2854,NA,NA
2006-08-17,1.2855,1.2887,1.2836,1.2842,NA,NA
2006-08-18,1.2842,1.2845,1.2782,1.2824,NA,NA
2006-08-21,1.2829,1.2939,1.2823,1.2906,NA,NA
2006-08-22,1.2906,1.2909,1.2795,1.2804,NA,NA
2006-08-23,1.2804,1.2852,1.2777,1.2783,NA,NA
2006-08-24,1.2783,1.2842,1.2752,1.277,NA,NA
2006-08-25,1.277,1.2784,1.2726,1.2752,NA,NA
2006-08-28,1.2741,1.2821,1.2741,1.2791,NA,NA
2006-08-29,1.2792,1.2839,1.2751,1.2762,NA,NA
2006-08-30,1.2762,1.2853,1.2756,1.2821,NA,NA
2006-08-31,1.2821,1.2879,1.2787,1.2795,NA,NA
2006-09-01,1.2795,1.2847,1.2756,1.2835,NA,NA
2006-09-04,1.2835,1.2871,1.2834,1.287,NA,NA
2006-09-05,1.2869,1.2875,1.2797,1.2812,NA,NA
2006-09-06,1.2813,1.2833,1.2771,1.2774,NA,NA
2006-09-07,1.2775,1.2831,1.2707,1.2749,NA,NA
2006-09-08,1.2749,1.2755,1.2652,1.2674,NA,NA
2006-09-11,1.2676,1.274,1.2649,1.27,NA,NA
2006-09-12,1.2703,1.2733,1.2672,1.2683,NA,NA
2006-09-13,1.2683,1.2718,1.2667,1.27,NA,NA
2006-09-14,1.27,1.2753,1.2677,1.2735,NA,NA
2006-09-15,1.2736,1.274,1.2632,1.2665,NA,NA
2006-09-18,1.268,1.2693,1.2632,1.2692,NA,NA
2006-09-19,1.2692,1.2727,1.2652,1.2664,NA,NA
2006-09-20,1.2665,1.2712,1.2661,1.27,NA,NA
2006-09-21,1.27,1.279,1.2679,1.2778,NA,NA
2006-09-22,1.2779,1.283,1.2767,1.2784,NA,NA
2006-09-25,1.2784,1.282,1.2732,1.2754,NA,NA
2006-09-26,1.2755,1.2763,1.2663,1.2691,NA,NA
2006-09-27,1.2691,1.2718,1.2672,1.2707,NA,NA
2006-09-28,1.2707,1.2733,1.2679,1.2703,NA,NA
2006-09-29,1.2702,1.2715,1.264,1.2674,NA,NA
2006-10-02,1.2669,1.2759,1.2663,1.2751,NA,NA
2006-10-03,1.2751,1.2765,1.2721,1.2727,NA,NA
2006-10-04,1.2727,1.2739,1.2669,1.2688,NA,NA
2006-10-05,1.2688,1.2726,1.2673,1.2691,NA,NA
2006-10-06,1.2691,1.2715,1.2573,1.2601,NA,NA
2006-10-09,1.2584,1.2614,1.2584,1.2598,NA,NA
2006-10-10,1.2598,1.2614,1.2519,1.2538,NA,NA
2006-10-11,1.2538,1.2558,1.2527,1.2551,NA,NA
2006-10-12,1.2551,1.2566,1.2503,1.2541,NA,NA
2006-10-13,1.2541,1.2578,1.2484,1.2514,NA,NA
2006-10-16,1.2501,1.2537,1.2491,1.252,NA,NA
2006-10-17,1.2521,1.2566,1.251,1.256,NA,NA
2006-10-18,1.256,1.256,1.2502,1.2521,NA,NA
2006-10-19,1.2521,1.2614,1.2519,1.261,NA,NA
2006-10-20,1.261,1.2642,1.2598,1.2618,NA,NA
2006-10-23,1.261,1.2622,1.2538,1.2546,NA,NA
2006-10-24,1.2546,1.2575,1.2526,1.2571,NA,NA
2006-10-25,1.2571,1.2599,1.2551,1.2587,NA,NA
2006-10-26,1.2587,1.2699,1.2576,1.2697,NA,NA
2006-10-27,1.2698,1.275,1.2665,1.2742,NA,NA
2006-10-30,1.2738,1.2738,1.2701,1.2721,NA,NA
2006-10-31,1.2721,1.2783,1.2679,1.277,NA,NA
2006-11-01,1.277,1.2798,1.2743,1.2764,NA,NA
2006-11-02,1.2765,1.2785,1.2738,1.277,NA,NA
2006-11-03,1.277,1.2791,1.2684,1.2718,NA,NA
2006-11-06,1.2716,1.2725,1.2691,1.2724,NA,NA
2006-11-07,1.2725,1.2819,1.2718,1.2809,NA,NA
2006-11-08,1.2808,1.2813,1.2747,1.2767,NA,NA
2006-11-09,1.2768,1.2848,1.2751,1.2834,NA,NA
2006-11-10,1.2834,1.2901,1.2823,1.2841,NA,NA
2006-11-13,1.2848,1.2878,1.2797,1.2804,NA,NA
2006-11-14,1.2804,1.2872,1.2792,1.2818,NA,NA
2006-11-15,1.2818,1.2835,1.2774,1.2816,NA,NA
2006-11-16,1.2817,1.2841,1.2785,1.2795,NA,NA
2006-11-17,1.2795,1.2846,1.2763,1.2828,NA,NA
2006-11-20,1.2829,1.2852,1.2806,1.2814,NA,NA
2006-11-21,1.2815,1.284,1.2799,1.2822,NA,NA
2006-11-22,1.2822,1.2957,1.2821,1.2926,NA,NA
2006-11-23,1.2927,1.2976,1.2927,1.2952,NA,NA
2006-11-24,1.2952,1.3109,1.2941,1.3094,NA,NA
2006-11-27,1.3142,1.3178,1.3087,1.3121,NA,NA
2006-11-28,1.3122,1.3181,1.312,1.3158,NA,NA
2006-11-29,1.3158,1.3218,1.3133,1.3155,NA,NA
2006-11-30,1.3155,1.3274,1.3133,1.3255,NA,NA
2006-12-01,1.3255,1.3348,1.3221,1.3338,NA,NA
2006-12-04,1.3338,1.3367,1.3283,1.3326,NA,NA
2006-12-05,1.3326,1.3364,1.3288,1.3325,NA,NA
2006-12-06,1.3325,1.3342,1.3256,1.3301,NA,NA
2006-12-07,1.3301,1.3325,1.3276,1.3294,NA,NA
2006-12-08,1.3293,1.3364,1.3192,1.3203,NA,NA
2006-12-11,1.32,1.3263,1.3131,1.3258,NA,NA
2006-12-12,1.3258,1.3268,1.3216,1.3239,NA,NA
2006-12-13,1.3239,1.3292,1.3196,1.3206,NA,NA
2006-12-14,1.3207,1.3254,1.3146,1.3155,NA,NA
2006-12-15,1.3155,1.3185,1.3066,1.308,NA,NA
2006-12-18,1.3068,1.3119,1.3049,1.3072,NA,NA
2006-12-19,1.3073,1.3203,1.3072,1.3198,NA,NA
2006-12-20,1.3198,1.3245,1.3161,1.3166,NA,NA
2006-12-21,1.3166,1.3214,1.3142,1.3158,NA,NA
2006-12-22,1.3159,1.3213,1.3109,1.3128,NA,NA
2006-12-25,1.3129,1.3165,1.3101,1.313,NA,NA
2006-12-26,1.3126,1.3143,1.3091,1.3094,NA,NA
2006-12-27,1.3094,1.3178,1.3091,1.3126,NA,NA
2006-12-28,1.3126,1.3201,1.3107,1.3166,NA,NA
2006-12-29,1.3166,1.3205,1.3138,1.3197,NA,NA
2007-01-01,1.3198,1.3199,1.3171,1.3198,NA,NA
2007-01-02,1.3198,1.3297,1.3192,1.3288,NA,NA
2007-01-03,1.3288,1.3291,1.3153,1.316,NA,NA
2007-01-04,1.316,1.318,1.3077,1.3095,NA,NA
2007-01-05,1.3095,1.3105,1.2982,1.3003,NA,NA
2007-01-08,1.3008,1.3036,1.2973,1.3025,NA,NA
2007-01-09,1.3025,1.3054,1.2987,1.3008,NA,NA
2007-01-10,1.3009,1.3015,1.2932,1.2937,NA,NA
2007-01-11,1.2937,1.3015,1.2887,1.2906,NA,NA
2007-01-12,1.2906,1.2944,1.2868,1.2923,NA,NA
2007-01-15,1.2923,1.2957,1.2916,1.2933,NA,NA
